Area_SqFt,Rooms,Build_Year,Location,Street_Type,Furnishing,Property_Type,Has_Pool,Price,Property_Age,Price_per_SqFt
1914.036721,2.0,1991,Noida,Highway Facing,Furnished,Apartment,0,469069.0,33,245.0679210349382
1585.23769,2.0,1988,Noida,Corner Plot,Semi-Furnished,Independent House,1,473086.0,36,298.4322180732405
2316.915717,6.0,2008,Noida,Corner Plot,Furnished,Independent House,0,719731.0,16,310.6418566368593
2087.637567,5.0,2013,Jaipur,Highway Facing,Semi-Furnished,Independent House,1,633445.0,11,303.4267106575784
2478.074083,5.0,2014,Gurugram,Residential Lane,Semi-Furnished,Villa,1,827457.0,10,333.9113247971449
1811.29863,6.0,1985,Noida,Residential Lane,Furnished,Independent House,0,579209.0,39,319.7755413749747
2144.241959,6.0,2002,Prayagraj,Main Road,Unfurnished,Apartment,0,502894.0,22,234.53230074582268
2490.684836,2.0,2005,Prayagraj,Main Road,Semi-Furnished,Apartment,1,589388.0,19,236.63692470483247
2036.706732,5.0,2002,Gurugram,Residential Lane,Semi-Furnished,Apartment,0,550647.0,22,270.36145722328763
1865.955062,3.0,1995,Noida,Corner Plot,Semi-Furnished,Villa,0,591482.0,29,316.98619760222283
2898.044961,7.0,2009,Prayagraj,Highway Facing,Unfurnished,Independent House,0,714081.0,15,246.40093911917745
1460.775454,2.0,1993,Kanpur,Gated Society,Semi-Furnished,Villa,1,518235.0,31,354.7670510076903
1350.592456,3.0,1999,Gurugram,Highway Facing,Furnished,Apartment,0,423088.0,25,313.2610419378797
1903.970098,7.0,1997,Gurugram,Residential Lane,Furnished,Independent House,0,627069.0,27,329.3481345419743
3132.647583,2.0,1998,Delhi,Residential Lane,Furnished,Independent House,0,816228.0,26,260.5553220954187
1973.497147,4.0,2000,Indore,Main Road,Furnished,Apartment,0,509604.0,24,258.22383415890494
1299.317295,2.0,2007,Jaipur,Gated Society,Unfurnished,Apartment,0,341830.0,17,263.0843145976903
2737.798552,3.0,2012,Gurugram,Main Road,Semi-Furnished,Apartment,0,640702.0,12,234.02087035657107
1644.170979,3.0,1987,Kanpur,Gated Society,Furnished,Apartment,0,412477.0,37,250.87232731164755
2472.909553,3.0,1994,Noida,Corner Plot,Furnished,Apartment,0,596088.0,30,241.04723089320365
2849.352502,4.0,2023,Kanpur,Gated Society,Furnished,Apartment,1,730792.0,1,256.4765150984467
2377.635977,7.0,2003,Jaipur,Corner Plot,Semi-Furnished,Independent House,0,662076.0,21,278.4597837535161
2439.123536,6.0,2021,Noida,Highway Facing,Semi-Furnished,Independent House,0,720000.0,3,295.1880006786175
2826.304126,7.0,2000,Gurugram,Corner Plot,Semi-Furnished,Apartment,0,750199.0,24,265.4346335550727
2479.711233,3.0,2024,Delhi,Main Road,Semi-Furnished,Apartment,1,733298.0,0,295.7191104517612
2705.837911,7.0,1997,Jaipur,Main Road,Semi-Furnished,Apartment,0,692892.0,27,256.0729884015584
1615.178137,4.0,2024,Jaipur,Residential Lane,Furnished,Independent House,0,498476.0,0,308.6198287241923
2851.31503,2.0,2015,Indore,Gated Society,Semi-Furnished,Apartment,1,665479.0,9,233.39371237418123
1907.699997,2.0,2012,Delhi,Residential Lane,Furnished,Independent House,0,552965.0,12,289.85951715132285
2746.661366,6.0,1995,Indore,Highway Facing,Furnished,Independent House,0,694051.0,29,252.68895852667703
2328.032709,2.0,2008,Kanpur,Main Road,Furnished,Apartment,0,522624.0,16,224.49169119470477
2325.991079,2.0,2000,Gurugram,Highway Facing,Semi-Furnished,Apartment,0,574016.0,24,246.7834056555296
1744.95805,2.0,2018,Indore,Residential Lane,Furnished,Independent House,1,494215.0,6,283.22457379419524
1344.216486,2.0,2023,Noida,Main Road,Furnished,Apartment,0,468688.0,1,348.67002814009527
2881.771204,5.0,2024,Delhi,Residential Lane,Unfurnished,Apartment,0,720187.0,0,249.9112347990552
3467.001314,3.0,1986,Lucknow,Residential Lane,Semi-Furnished,Apartment,0,666830.0,38,192.33624092015557
2391.215886,7.0,1993,Gurugram,Highway Facing,Unfurnished,Apartment,1,640032.0,31,267.6596470219335
1983.958792,6.0,1994,Delhi,Corner Plot,Semi-Furnished,Independent House,0,607180.0,30,306.0446630486265
2297.740745,6.0,2007,Noida,Highway Facing,Unfurnished,Apartment,0,602865.0,17,262.3729423399331
1955.308109,2.0,1986,Noida,Corner Plot,Furnished,Independent House,0,517095.0,38,264.45704266242575
1822.025408,7.0,2004,Gurugram,Highway Facing,Furnished,Independent House,0,602535.0,20,330.69516887878655
2466.341662,5.0,2019,Delhi,Highway Facing,Unfurnished,Apartment,0,665149.0,5,269.6905340603211
1926.687386,7.0,2024,Noida,Corner Plot,Semi-Furnished,Independent House,0,643117.0,0,333.7941612495718
2629.069303,4.0,1994,Delhi,Residential Lane,Unfurnished,Independent House,0,673346.0,30,256.1157285704309
2203.948157,4.0,2010,Kanpur,Residential Lane,Furnished,Apartment,1,525154.0,14,238.2787445939002
2192.105043,6.0,2023,Indore,Highway Facing,Unfurnished,Apartment,0,547437.0,1,249.7311895468323
2766.201615,7.0,1988,Gurugram,Gated Society,Furnished,Independent House,0,832818.0,36,301.06916122236447
2855.439123,5.0,2007,Gurugram,Residential Lane,Semi-Furnished,Apartment,1,737272.0,17,258.19916595714443
2250.105477,2.0,2019,Indore,Highway Facing,Semi-Furnished,Apartment,0,540137.0,5,240.04963568203428
2460.178011,6.0,2015,Lucknow,Corner Plot,Furnished,Apartment,1,698704.0,9,284.0054650012885
2239.998545,5.0,1992,Kanpur,Gated Society,Furnished,Villa,0,695371.0,32,310.43368378616515
2201.545784,7.0,1997,Kanpur,Corner Plot,Semi-Furnished,Apartment,0,446111.0,27,202.63534978112452
2122.081618,6.0,2009,Indore,Highway Facing,Furnished,Apartment,1,579905.0,15,273.2717700776012
2747.569833,6.0,2004,Prayagraj,Highway Facing,Unfurnished,Duplex,0,708820.0,20,257.98070407042496
1736.62638,3.0,1986,Jaipur,Residential Lane,Semi-Furnished,Apartment,0,394250.0,38,227.02062144190162
1939.595832,4.0,2021,Prayagraj,Residential Lane,Furnished,Apartment,1,537781.0,3,277.26446465162337
1806.925628,7.0,2017,Delhi,Main Road,Semi-Furnished,Apartment,0,619430.0,7,342.80879655551604
2153.809972,4.0,2016,Noida,Main Road,Semi-Furnished,Duplex,0,651173.0,8,302.3354002745791
2058.105882,3.0,2008,Prayagraj,Residential Lane,Semi-Furnished,Independent House,1,528851.0,16,256.9600546916857
2728.386177,2.0,1999,Kanpur,Highway Facing,Furnished,Independent House,0,640946.0,25,234.91762471277175
2555.997118,7.0,2006,Lucknow,Main Road,Unfurnished,Apartment,0,596022.0,18,233.1857089363119
1663.548685,4.0,1996,Indore,Highway Facing,Furnished,Duplex,0,524302.0,28,315.1708180996218
1463.461045,7.0,2019,Prayagraj,Highway Facing,Unfurnished,Independent House,0,468898.0,5,320.4034720309211
1802.752114,7.0,2002,Delhi,Main Road,Unfurnished,Duplex,0,627680.0,22,348.1787624185807
1658.913345,2.0,2018,Prayagraj,Main Road,Unfurnished,Independent House,0,442639.0,6,266.82466648069556
2522.39119,5.0,2024,Lucknow,Main Road,Unfurnished,Independent House,1,690207.0,0,273.63202136778796
2229.437539,5.0,1999,Prayagraj,Corner Plot,Unfurnished,Apartment,0,499272.0,25,223.9452737590241
3103.113318,3.0,2001,Kanpur,Main Road,Semi-Furnished,Apartment,0,672526.0,23,216.72621367029302
1728.925969,3.0,1990,Jaipur,Residential Lane,Semi-Furnished,Apartment,0,417965.0,34,241.7483498392637
2638.347725,4.0,1989,Jaipur,Residential Lane,Furnished,Duplex,1,709616.0,35,268.96227259050926
2923.128904,3.0,2019,Jaipur,Gated Society,Furnished,Duplex,0,776584.0,5,265.66874931082407
2850.040101,2.0,1985,Lucknow,Residential Lane,Furnished,Independent House,0,646664.0,39,226.89645657024388
1956.297819,2.0,2017,Jaipur,Residential Lane,Semi-Furnished,Duplex,1,578205.0,7,295.5608263651599
2615.315584,7.0,2011,Indore,Highway Facing,Unfurnished,Apartment,0,672240.0,13,257.0397255737073
2912.834684,7.0,2010,Noida,Main Road,Semi-Furnished,Apartment,0,744381.0,14,255.55209297967835
1801.805318,7.0,2017,Prayagraj,Main Road,Furnished,Independent House,1,620608.0,7,344.4367678350919
1995.478165,2.0,2001,Indore,Residential Lane,Semi-Furnished,Independent House,1,498474.0,23,249.80178121868852
2276.937978,6.0,2001,Indore,Corner Plot,Unfurnished,Apartment,1,592179.0,23,260.07691281962536
2929.283484,5.0,2002,Indore,Highway Facing,Furnished,Apartment,0,673320.0,22,229.85825840268862
1371.219675,4.0,2010,Delhi,Residential Lane,Furnished,Duplex,0,537743.0,14,392.1640053771836
1883.265058,3.0,2017,Delhi,Corner Plot,Unfurnished,Villa,0,584590.0,7,310.41302312528757
1760.032721,3.0,2019,Lucknow,Gated Society,Semi-Furnished,Apartment,0,443062.0,5,251.7350926000199
1888.388043,7.0,1985,Noida,Residential Lane,Semi-Furnished,Independent House,1,605901.0,39,320.856193855915
1986.190346,2.0,1998,Noida,Main Road,Semi-Furnished,Independent House,0,583043.0,26,293.54840092451036
1713.712836,5.0,2010,Prayagraj,Residential Lane,Semi-Furnished,Independent House,0,430877.0,14,251.42893893805206
1854.415118,3.0,1993,Prayagraj,Main Road,Unfurnished,Independent House,0,441189.0,31,237.912749803197
2460.663755,4.0,1996,Indore,Corner Plot,Semi-Furnished,Apartment,0,541348.0,28,220.00080218192997
2214.480309,6.0,2020,Lucknow,Corner Plot,Unfurnished,Independent House,1,657809.0,4,297.04892715756364
1871.664142,4.0,1990,Prayagraj,Highway Facing,Furnished,Apartment,1,436874.0,34,233.41474049568023
1563.732868,4.0,1989,Prayagraj,Main Road,Semi-Furnished,Apartment,0,394701.0,35,252.40947995473098
2546.581827,3.0,2008,Jaipur,Residential Lane,Unfurnished,Independent House,0,554804.0,16,217.86223168551655
1865.475421,7.0,2015,Lucknow,Corner Plot,Furnished,Independent House,0,614322.0,9,329.31122709228123
2511.424721,3.0,1989,Lucknow,Main Road,Semi-Furnished,Apartment,1,591075.0,35,235.3544563998102
2201.545784,2.0,1996,Indore,Residential Lane,Furnished,Independent House,0,479128.0,28,217.63253959200878
2504.232036,5.0,2013,Prayagraj,Residential Lane,Furnished,Independent House,0,639094.0,11,255.2055843119164
2502.933254,2.0,1985,Kanpur,Gated Society,Semi-Furnished,Apartment,0,527024.0,39,210.5625466271423
3103.857986,4.0,1994,Prayagraj,Gated Society,Furnished,Independent House,0,763786.0,30,246.07633578761295
3024.007408,5.0,2016,Noida,Highway Facing,Furnished,Villa,0,884376.0,8,292.451664523171
2290.534315,2.0,1995,Delhi,Corner Plot,Semi-Furnished,Apartment,0,565545.0,29,246.90527284241975
2408.840788,2.0,2005,Jaipur,Main Road,Semi-Furnished,Independent House,0,623102.0,19,258.67296963090115
1987.449623,3.0,2008,Kanpur,Corner Plot,Furnished,Apartment,0,499259.0,16,251.20586414984567
2588.875242,6.0,2024,Noida,Highway Facing,Semi-Furnished,Apartment,0,742073.0,0,286.63915045466683
1843.429351,2.0,1996,Prayagraj,Main Road,Semi-Furnished,Duplex,0,457379.0,28,248.11311578167445
2709.776787,6.0,2003,Noida,Highway Facing,Furnished,Villa,0,869636.0,21,320.92532645937086
2331.719207,3.0,1997,Lucknow,Residential Lane,Furnished,Apartment,0,536703.0,27,230.174799087633
1971.961338,7.0,1993,Prayagraj,Gated Society,Semi-Furnished,Duplex,0,618145.0,31,313.4670990187537
1676.999099,3.0,1999,Jaipur,Corner Plot,Semi-Furnished,Apartment,1,450193.0,25,268.4515455425418
2514.603453,2.0,1988,Noida,Gated Society,Furnished,Apartment,1,639144.0,36,254.17287932118336
1554.701744,4.0,2023,Jaipur,Highway Facing,Furnished,Villa,1,612160.0,1,393.74754827572895
3123.27107,6.0,2009,Noida,Gated Society,Furnished,Apartment,1,828379.0,15,265.2280194174757
794.0251729,5.0,2012,Prayagraj,Residential Lane,Unfurnished,Villa,0,362270.0,12,456.2449810966188
2291.87035,7.0,1995,Lucknow,Gated Society,Furnished,Independent House,0,694050.0,29,302.83126617524414
2527.519994,7.0,1999,Gurugram,Highway Facing,Furnished,Duplex,1,798935.0,25,316.09443323754766
1646.780539,3.0,2020,Delhi,Gated Society,Unfurnished,Independent House,0,527653.0,4,320.4148868072092
3333.452541,3.0,1998,Delhi,Gated Society,Furnished,Apartment,0,841504.0,26,252.44217208730916
1714.647523,3.0,2001,Gurugram,Highway Facing,Semi-Furnished,Independent House,0,488412.0,23,284.8468816176629
2549.885517,3.0,2008,Kanpur,Highway Facing,Semi-Furnished,Duplex,1,629956.0,16,247.05266012929002
1006.026136,2.0,1997,Lucknow,Corner Plot,Semi-Furnished,Villa,0,373658.0,27,371.4197739292133
2635.066423,3.0,1996,Indore,Corner Plot,Unfurnished,Apartment,0,550117.0,28,208.76779241629006
2322.700174,5.0,2000,Jaipur,Main Road,Semi-Furnished,Duplex,0,665811.0,24,286.6538727008336
1676.801834,7.0,2020,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,489954.0,4,292.19552964778063
1933.704327,3.0,1986,Noida,Residential Lane,Furnished,Apartment,0,465074.0,38,240.50936511143257
1303.12502,4.0,2005,Lucknow,Main Road,Furnished,Apartment,1,427607.0,19,328.1396592323889
1936.682786,5.0,2024,Jaipur,Highway Facing,Unfurnished,Apartment,0,503673.0,0,260.06995241604835
2417.689367,6.0,2020,Noida,Main Road,Unfurnished,Apartment,0,650928.0,4,269.23558042020375
2572.449928,7.0,2007,Kanpur,Main Road,Unfurnished,Apartment,1,657127.0,17,255.44792644842494
1294.224878,6.0,2003,Delhi,Gated Society,Furnished,Independent House,0,586043.0,21,452.8138888085877
2201.545784,5.0,2018,Jaipur,Highway Facing,Furnished,Apartment,0,583729.0,6,265.1450650003834
2488.077466,4.0,2003,Kanpur,Residential Lane,Unfurnished,Independent House,0,591204.0,21,237.6147881562784
3221.15609,2.0,1989,Prayagraj,Highway Facing,Furnished,Duplex,0,711736.0,35,220.95669384342068
1915.327671,6.0,2002,Gurugram,Corner Plot,Furnished,Duplex,1,685190.0,22,357.7403544962412
2297.558544,4.0,2003,Lucknow,Main Road,Furnished,Villa,0,656963.0,21,285.9396126012274
1894.116439,7.0,2023,Noida,Highway Facing,Semi-Furnished,Independent House,0,626727.0,1,330.88092531992436
2001.982677,5.0,2015,Jaipur,Corner Plot,Furnished,Independent House,0,646793.0,9,323.0762221025951
2748.697642,7.0,1992,Gurugram,Residential Lane,Furnished,Apartment,0,719403.0,32,261.725039890728
1161.857453,4.0,1998,Jaipur,Corner Plot,Furnished,Apartment,0,347599.0,26,299.1752551937195
2050.027083,5.0,2015,Prayagraj,Corner Plot,Furnished,Apartment,0,485379.0,9,236.76711592009735
2162.532116,3.0,1999,Noida,Main Road,Furnished,Independent House,0,623407.0,25,288.2764123536374
2617.957509,3.0,1990,Prayagraj,Residential Lane,Furnished,Apartment,0,578760.0,34,221.07310680572243
2727.523112,6.0,2016,Kanpur,Residential Lane,Furnished,Apartment,1,711620.0,8,260.9033803853612
1364.850488,6.0,1986,Jaipur,Main Road,Furnished,Villa,1,577467.0,38,423.09909039648596
2201.545784,7.0,1988,Gurugram,Highway Facing,Semi-Furnished,Apartment,0,492655.0,36,223.77685877824106
1711.959905,5.0,2009,Lucknow,Gated Society,Semi-Furnished,Independent House,0,565231.0,15,330.1660268731586
1981.982464,2.0,1986,Lucknow,Residential Lane,Furnished,Independent House,1,515115.0,38,259.89886861077696
6680.510005,4.0,2019,Lucknow,Gated Society,Semi-Furnished,Duplex,0,1366762.171,5,204.5894954093404
2574.74928,5.0,1997,Delhi,Main Road,Unfurnished,Independent House,0,688488.0,27,267.4000165173364
2089.738965,6.0,2010,Jaipur,Gated Society,Semi-Furnished,Independent House,0,601347.0,14,287.7617779405286
1840.355886,4.0,1991,Kanpur,Main Road,Furnished,Independent House,0,511156.0,33,277.74845283375805
2157.566043,5.0,1991,Prayagraj,Highway Facing,Furnished,Apartment,0,504223.0,33,233.69991460326298
1378.109531,7.0,2004,Lucknow,Main Road,Unfurnished,Independent House,1,516095.0,20,374.49490653003835
1871.854018,6.0,2023,Kanpur,Gated Society,Unfurnished,Independent House,0,604897.0,1,323.15393945426786
1626.603304,4.0,2002,Indore,Highway Facing,Semi-Furnished,Independent House,1,476333.0,22,292.83907073632747
1532.891282,6.0,2012,Prayagraj,Corner Plot,Semi-Furnished,Apartment,0,446372.0,12,291.19612410973315
1865.890242,6.0,2022,Lucknow,Residential Lane,Unfurnished,Independent House,0,527382.0,2,282.64363472672045
3721.376956,6.0,2023,Gurugram,Gated Society,Unfurnished,Apartment,0,924877.0,1,248.53085589967307
2794.030833,6.0,2023,Kanpur,Residential Lane,Furnished,Villa,0,825096.0,1,295.30669105540255
2931.709927,4.0,2019,Jaipur,Main Road,Semi-Furnished,Apartment,0,690087.0,5,235.38720309418935
2136.626672,3.0,1994,Noida,Residential Lane,Semi-Furnished,Duplex,1,603264.0,30,282.34413054261455
1435.72046,7.0,2005,Kanpur,Main Road,Unfurnished,Independent House,1,515166.0,19,358.8205464453714
2515.410143,3.0,2022,Noida,Gated Society,Furnished,Independent House,0,745682.0,2,296.4454930243159
2256.366553,5.0,2015,Indore,Highway Facing,Furnished,Independent House,0,623455.0,9,276.3092721663828
1895.800601,4.0,2022,Gurugram,Main Road,Semi-Furnished,Apartment,0,571570.0,2,301.49267792114176
2503.537285,5.0,1992,Jaipur,Residential Lane,Furnished,Independent House,0,656681.0,32,262.3012662661423
2310.248327,6.0,2000,Prayagraj,Gated Society,Semi-Furnished,Independent House,0,653100.0,24,282.69688256763754
2252.654709,7.0,2017,Delhi,Highway Facing,Furnished,Apartment,0,689598.0,7,306.1268099566519
2610.890064,5.0,1992,Prayagraj,Residential Lane,Furnished,Apartment,0,613935.0,32,235.14394897938527
2201.545784,2.0,2007,Lucknow,Main Road,Furnished,Villa,0,738476.0,17,335.43522254543313
3226.973312,3.0,2002,Lucknow,Gated Society,Semi-Furnished,Duplex,0,810033.0,22,251.01942956508714
1938.279565,6.0,2014,Gurugram,Highway Facing,Furnished,Independent House,1,685243.0,10,353.531560861294
2187.337648,3.0,2019,Lucknow,Highway Facing,Semi-Furnished,Apartment,0,507919.0,5,232.20877694141896
2459.524286,4.0,1985,Gurugram,Corner Plot,Semi-Furnished,Apartment,0,582821.0,39,236.9649298921377
1672.671849,4.0,2023,Jaipur,Main Road,Unfurnished,Apartment,0,420936.0,1,251.65486000834824
2579.759977,5.0,2004,Lucknow,Corner Plot,Semi-Furnished,Independent House,0,664738.0,20,257.6743596018662
2658.970996,3.0,2003,Indore,Highway Facing,Furnished,Independent House,0,618721.0,21,232.69189507172797
1931.762045,2.0,2002,Prayagraj,Corner Plot,Semi-Furnished,Independent House,0,485855.0,22,251.5087203714058
2734.939703,4.0,1993,Delhi,Gated Society,Furnished,Apartment,0,732500.0,31,267.8304019633445
3269.526696,3.0,2023,Gurugram,Corner Plot,Furnished,Apartment,1,833496.0,1,254.92864181831413
2356.470482,5.0,1996,Kanpur,Corner Plot,Furnished,Villa,0,694331.0,28,294.64871523054364
2272.702558,2.0,2017,Noida,Main Road,Furnished,Apartment,0,591822.0,7,260.4045117636551
1953.581377,7.0,2013,Lucknow,Residential Lane,Semi-Furnished,Apartment,0,512760.0,11,262.4717895230018
2201.545784,5.0,2009,Prayagraj,Corner Plot,Semi-Furnished,Independent House,0,662505.0,15,300.9271961613677
2084.218765,3.0,1989,Jaipur,Gated Society,Unfurnished,Apartment,1,506362.0,35,242.95050428643464
1871.973726,5.0,2013,Delhi,Gated Society,Furnished,Apartment,0,619770.0,11,331.07836471845866
2215.443326,2.0,1997,Gurugram,Main Road,Furnished,Apartment,0,572456.0,27,258.3934300109467
2894.508366,3.0,2016,Kanpur,Gated Society,Semi-Furnished,Independent House,0,728194.0,8,251.57778383149437
1776.74069,2.0,2018,Jaipur,Highway Facing,Unfurnished,Independent House,0,465865.0,6,262.2020211626942
2047.350659,4.0,1996,Noida,Highway Facing,Semi-Furnished,Apartment,0,543166.0,28,265.3018903294768
1796.704199,6.0,2014,Delhi,Main Road,Furnished,Independent House,0,648950.0,10,361.18911524845834
1525.661174,4.0,2007,Indore,Residential Lane,Semi-Furnished,Independent House,0,459576.0,17,301.2307108760441
2549.130452,5.0,2017,Gurugram,Main Road,Furnished,Villa,0,818945.0,7,321.26445288724676
1454.179955,6.0,2012,Delhi,Residential Lane,Semi-Furnished,Independent House,1,589015.0,12,405.0495937416494
2222.771073,2.0,2002,Kanpur,Residential Lane,Semi-Furnished,Duplex,1,555390.0,22,249.86378792954537
1090.463661,7.0,1986,Kanpur,Residential Lane,Semi-Furnished,Independent House,0,321702.0,38,295.0139573701943
2071.568148,3.0,2001,Prayagraj,Residential Lane,Unfurnished,Apartment,0,465769.0,23,224.8388499551307
2225.060135,4.0,1998,Jaipur,Residential Lane,Unfurnished,Independent House,0,545932.0,26,245.35606539910435
1888.441225,2.0,1999,Delhi,Gated Society,Unfurnished,Duplex,0,558091.0,25,295.529981347447
2037.864152,3.0,1990,Indore,Main Road,Semi-Furnished,Apartment,0,444955.0,34,218.34379861057587
2457.533814,5.0,2013,Prayagraj,Main Road,Furnished,Apartment,0,615193.0,11,250.32941418563124
2693.648964,7.0,2013,Kanpur,Corner Plot,Furnished,Duplex,1,814401.0,11,302.34117766801927
1760.003798,4.0,1986,Noida,Highway Facing,Semi-Furnished,Duplex,0,519337.0,38,295.077204145897
2901.301162,2.0,1987,Noida,Main Road,Semi-Furnished,Apartment,0,654270.0,37,225.50916415343164
2235.119241,5.0,2020,Delhi,Highway Facing,Furnished,Duplex,1,749831.0,4,335.4769563276289
2469.543796,7.0,2006,Prayagraj,Main Road,Unfurnished,Apartment,0,603776.0,18,244.48888129781523
1112.610964,2.0,2023,Prayagraj,Highway Facing,Unfurnished,Apartment,0,287984.0,1,258.83620539263353
2597.554792,6.0,2005,Lucknow,Gated Society,Unfurnished,Independent House,0,689572.0,19,265.4696648262271
2494.143798,2.0,1986,Noida,Main Road,Furnished,Independent House,0,658649.0,38,264.0781981087684
2274.089107,5.0,2009,Gurugram,Corner Plot,Unfurnished,Independent House,1,674803.0,15,296.7355139791363
2359.236115,5.0,2015,Indore,Main Road,Furnished,Independent House,1,684447.0,9,290.1138193198606
1722.456471,5.0,1997,Jaipur,Main Road,Furnished,Apartment,0,487603.0,27,283.0858185443225
2521.575805,2.0,2024,Indore,Residential Lane,Semi-Furnished,Apartment,0,546820.0,0,216.85645893164016
1834.017736,6.0,2006,Noida,Residential Lane,Furnished,Duplex,0,629517.0,18,343.2447721977755
1653.064313,4.0,2010,Jaipur,Gated Society,Furnished,Independent House,0,548043.0,14,331.53156576552385
2555.073242,7.0,2013,Gurugram,Gated Society,Semi-Furnished,Independent House,0,789462.0,11,308.9782269341303
2201.545784,3.0,1993,Prayagraj,Main Road,Unfurnished,Duplex,0,644252.0,31,292.6362034722054
2549.197096,2.0,1988,Indore,Gated Society,Furnished,Villa,0,741103.0,36,290.720164856174
2089.595795,2.0,2000,Gurugram,Residential Lane,Furnished,Apartment,0,504517.0,24,241.44238862234118
2769.434078,4.0,2020,Indore,Main Road,Semi-Furnished,Apartment,0,631711.0,4,228.1011145989083
2016.687813,6.0,2022,Kanpur,Main Road,Semi-Furnished,Duplex,0,620077.0,2,307.472974251568
2286.765179,6.0,2010,Noida,Residential Lane,Semi-Furnished,Apartment,0,622814.0,14,272.3559050660181
1662.012361,7.0,2024,Noida,Gated Society,Semi-Furnished,Independent House,1,647236.0,0,389.42911327721464
2141.815287,7.0,2002,Delhi,Corner Plot,Semi-Furnished,Apartment,0,638596.0,22,298.15643014410887
2317.993935,7.0,2012,Jaipur,Highway Facing,Unfurnished,Villa,1,771495.0,12,332.82873969210794
1148.77571,5.0,1999,Prayagraj,Gated Society,Unfurnished,Independent House,0,382053.0,25,332.5740583425115
2090.833548,3.0,2022,Noida,Highway Facing,Semi-Furnished,Apartment,0,530276.0,2,253.61942394086742
1890.986845,3.0,1998,Gurugram,Main Road,Unfurnished,Independent House,0,540206.0,26,285.6741184785979
1849.922051,7.0,2012,Delhi,Gated Society,Semi-Furnished,Duplex,0,701811.0,12,379.37328203673593
2154.544443,5.0,2016,Prayagraj,Gated Society,Furnished,Independent House,1,708014.0,8,328.61424710931345
2305.004088,6.0,2005,Delhi,Highway Facing,Furnished,Apartment,1,709247.0,19,307.69880352593975
1185.245596,6.0,2001,Kanpur,Corner Plot,Semi-Furnished,Apartment,0,371885.0,23,313.76197579223066
2077.839521,6.0,2008,Indore,Highway Facing,Semi-Furnished,Apartment,1,561467.0,16,270.216729600842
2266.575822,6.0,2018,Noida,Highway Facing,Unfurnished,Duplex,0,680122.0,6,300.0658497273956
1107.922026,5.0,2008,Kanpur,Gated Society,Semi-Furnished,Apartment,0,362466.0,16,327.15840239103613
2283.348765,3.0,2021,Jaipur,Corner Plot,Unfurnished,Apartment,0,493058.0,3,215.93635083600554
2226.806535,7.0,2012,Lucknow,Residential Lane,Unfurnished,Apartment,1,548593.0,12,246.35862674976386
1642.647596,6.0,1991,Noida,Highway Facing,Semi-Furnished,Villa,1,598037.0,33,364.0689588298037
1574.067925,3.0,2009,Lucknow,Main Road,Semi-Furnished,Apartment,0,416493.0,15,264.5965865799597
2803.100915,5.0,2005,Kanpur,Main Road,Unfurnished,Independent House,0,632116.0,19,225.5059732660392
1441.119674,3.0,1995,Lucknow,Highway Facing,Furnished,Duplex,0,447982.0,29,310.8569038937428
2293.955444,3.0,2013,Noida,Corner Plot,Semi-Furnished,Apartment,0,583046.0,11,254.16622695309854
2763.076966,5.0,2024,Indore,Highway Facing,Furnished,Apartment,0,678692.0,0,245.62906077224343
1584.004713,2.0,1992,Noida,Main Road,Furnished,Apartment,0,431796.0,32,272.5976737671487
2132.160765,5.0,2009,Kanpur,Residential Lane,Furnished,Villa,0,656952.0,15,308.1156030933718
1800.178073,2.0,2022,Prayagraj,Highway Facing,Furnished,Apartment,0,389902.0,2,216.59079501519957
2797.906299,2.0,2000,Delhi,Corner Plot,Furnished,Independent House,0,745298.0,24,266.3770406701529
1891.93205,7.0,1997,Delhi,Residential Lane,Semi-Furnished,Apartment,0,567850.0,27,300.1429147521445
2629.044397,2.0,2009,Kanpur,Corner Plot,Semi-Furnished,Apartment,0,563730.0,15,214.42391792366524
1811.202371,7.0,1988,Lucknow,Highway Facing,Semi-Furnished,Independent House,0,539603.0,36,297.9252946218675
2028.758662,7.0,2013,Delhi,Residential Lane,Semi-Furnished,Apartment,0,641477.0,11,316.19187240714786
1894.505364,3.0,2010,Delhi,Residential Lane,Unfurnished,Independent House,0,544405.0,14,287.35996759099174
2168.150738,2.0,1986,Prayagraj,Residential Lane,Semi-Furnished,Apartment,0,408435.0,38,188.37942991766286
2207.689999,5.0,1996,Jaipur,Highway Facing,Semi-Furnished,Independent House,0,559067.0,28,253.2361881664709
2531.899164,3.0,1989,Gurugram,Main Road,Semi-Furnished,Duplex,1,716318.0,35,282.91727023928195
2234.462651,7.0,2023,Noida,Main Road,Semi-Furnished,Independent House,0,741838.0,1,331.99838881531616
2102.858035,7.0,2011,Jaipur,Corner Plot,Unfurnished,Independent House,0,579881.0,13,275.75851072609373
2078.100812,5.0,2000,Gurugram,Gated Society,Furnished,Independent House,1,714204.0,24,343.6811130027122
1861.903199,2.0,1999,Noida,Corner Plot,Unfurnished,Independent House,1,508792.0,25,273.2644749057118
1840.56884,5.0,2019,Indore,Main Road,Furnished,Duplex,0,613071.0,5,333.087786056402
1775.171755,3.0,2006,Noida,Main Road,Semi-Furnished,Villa,0,617943.0,18,348.1032177644129
3158.306847,2.0,2013,Kanpur,Highway Facing,Semi-Furnished,Apartment,0,689676.0,11,218.36890251974938
